User,Name,Playtime,Genre,Purchace,Play
96282673,Spore Galactic Adventures,9.7,Strategy,1,1
96282673,Portal 2,3.8,Shooter,1,1
119211545,Terraria,0.5,Action,1,1
162214363,Mortal Kombat X,24.0,Fighting,1,1
50699197,Left 4 Dead,7.3,Shooter,1,1
38323067,Borderlands 2,1.7,Shooter,1,1
38323067,Defiance,0.6,Shooter,1,1
38323067,Left 4 Dead 2,0.4,Shooter,1,1
115404202,Left 4 Dead 2,35.0,Shooter,1,1
149505485,The Escapists,7.8,Action,1,1
122026623,Europa Universalis III,306.0,Strategy,1,1
122026623,Tropico 4,65.0,Strategy,1,1
122026623,Sleeping Dogs,52.0,Action,1,1
122026623,Max Payne 3,38.0,Shooter,1,1
122026623,The Darkness II,31.0,Shooter,1,1
122026623,Max Payne,31.0,Shooter,1,1
122026623,Company of Heroes 2,22.0,Strategy,1,1
122026623,Far Cry 3,22.0,Shooter,1,1
122026623,Borderlands,22.0,Shooter,1,1
122026623,Mafia II,21.0,Action,1,1
122026623,Remember Me,17.6,Action,1,1
122026623,Portal 2,8.0,Shooter,1,1
122026623,Supreme Commander,7.1,Strategy,1,1
122026623,Borderlands 2,7.1,Shooter,1,1
122026623,Grand Theft Auto III,5.6,Action,1,1
122026623,Trine,4.5,Action,1,1
122026623,Portal,3.2,Puzzle,1,1
122026623,Deponia,2.9,Adventure,1,1
122026623,LEGO The Lord of the Rings,1.2,Action,1,1
122026623,Left 4 Dead 2,1.2,Shooter,1,1
122026623,Dishonored,1.1,Action,1,1
122026623,Hearts of Iron III,0.7,Strategy,1,1
122026623,World of Goo,0.6,Puzzle,1,1
122026623,Knights of Honor,0.6,Strategy,1,1
122026623,Virtua Tennis 4,0.6,Sports,1,1
122026623,Terraria,0.5,Action,1,1
122026623,Euro Truck Simulator 2,0.3,Action,1,1
122026623,Saints Row 2,0.3,Action,1,1
122026623,Machinarium,0.2,Adventure,1,1
75639638,Football Manager 2012,135.0,Sports,1,1
75639638,Football Manager 2011,130.0,Sports,1,1
75639638,Football Manager 2014,65.0,Sports,1,1
54293428,Star Trek Online,492.0,Role-Playing,1,1
54293428,Port Royale 3,76.0,Simulation,1,1
54293428,Tropico 4,51.0,Strategy,1,1
54293428,DarkStar One,27.0,Simulation,1,1
54293428,Tropico 5,26.0,Simulation,1,1
54293428,Dead Island,25.0,Action,1,1
54293428,Dying Light,17.4,Action,1,1
54293428,The Binding of Isaac,5.6,Action,1,1
54293428,Mass Effect 2,0.5,Role-Playing,1,1
54293428,Fallout 4,0.2,Role-Playing,1,1
171383863,Left 4 Dead 2,31.0,Shooter,1,1
157341587,Borderlands 2,83.0,Shooter,1,1
157341587,Tomb Raider,20.0,Action,1,1
157341587,Defiance,14.5,Shooter,1,1
157341587,BioShock,13.9,Shooter,1,1
157341587,DiRT 2,7.4,Racing,1,1
157341587,Overlord II,6.7,Action,1,1
157341587,Dishonored,3.5,Action,1,1
157341587,Borderlands,1.8,Shooter,1,1
157341587,DiRT 3,0.2,Racing,1,1
157341587,BioShock 2,0.2,Shooter,1,1
224998865,Grand Theft Auto V,158.0,Action,1,1
92025878,Supreme Commander,54.0,Strategy,1,1
92025878,Dishonored,35.0,Action,1,1
92025878,The Evil Within,0.4,Action,1,1
141408990,Grand Theft Auto V,47.0,Action,1,1
64060101,Left 4 Dead 2,29.0,Shooter,1,1
90672622,Far Cry 3,56.0,Shooter,1,1
186642906,Rocket League,1.3,Sports,1,1
99723205,Grand Theft Auto V,11.9,Action,1,1
99723205,Far Cry 3,8.5,Shooter,1,1
99723205,Far Cry 4,8.1,Shooter,1,1
99723205,Borderlands 2,4.7,Shooter,1,1
136866564,NBA 2K13,10.2,Sports,1,1
136866564,BioShock Infinite,4.6,Shooter,1,1
105384518,X Rebirth,236.0,Simulation,1,1
105384518,Spore Galactic Adventures,94.0,Strategy,1,1
105384518,Supreme Commander 2,23.0,Strategy,1,1
105384518,Metro 2033,21.0,Shooter,1,1
105384518,Homeworld Remastered Collection,19.0,Strategy,1,1
105384518,Mafia II,18.9,Action,1,1
105384518,Defiance,13.6,Shooter,1,1
105384518,BioShock Infinite,4.8,Shooter,1,1
105384518,Far Cry 3,3.2,Shooter,1,1
105384518,Spore,0.1,Strategy,1,0
36546868,Left 4 Dead,270.0,Shooter,1,1
36546868,Borderlands,87.0,Shooter,1,1
36546868,Grand Theft Auto IV,85.0,Action,1,1
36546868,Grand Theft Auto V,73.0,Action,1,1
36546868,Left 4 Dead 2,35.0,Shooter,1,1
36546868,Portal 2,30.0,Shooter,1,1
36546868,Street Fighter IV,27.0,Fighting,1,1
36546868,Rayman Origins,25.0,Platform,1,1
36546868,Magicka,21.0,Role-Playing,1,1
36546868,Worms Reloaded,20.0,Strategy,1,1
36546868,EVE Online,14.7,Role-Playing,1,1
36546868,Trine 2,13.9,Platform,1,1
36546868,Spore Galactic Adventures,13.9,Strategy,1,1
36546868,Sonic & All-Stars Racing Transformed,12.7,Racing,1,1
36546868,Braid,11.7,Platform,1,1
36546868,Mass Effect,10.8,Role-Playing,1,1
36546868,Portal,10.3,Puzzle,1,1
36546868,Terraria,6.1,Action,1,1
36546868,Dead Island,5.6,Action,1,1
36546868,Far Cry 2,4.8,Action,1,1
36546868,Borderlands 2,4.1,Shooter,1,1
36546868,Blur,3.2,Racing,1,1
36546868,Farming Simulator 2013,2.8,Simulation,1,1
36546868,F1 Race Stars,2.7,Racing,1,1
36546868,Star Trek Online,2.4,Role-Playing,1,1
36546868,Duke Nukem Forever,2.4,Shooter,1,1
36546868,Sonic Generations,2.0,Platform,1,1
36546868,Overlord II,1.8,Action,1,1
36546868,Trine,1.5,Action,1,1
36546868,Half-Life,1.0,Shooter,1,1
36546868,Tomb Raider,1.0,Action,1,1
36546868,Rocket League,0.9,Sports,1,1
36546868,Darksiders,0.9,Action,1,1
36546868,The Binding of Isaac,0.8,Action,1,1
36546868,Dungeon Defenders,0.7,Role-Playing,1,1
36546868,Darkspore,0.6,Role-Playing,1,1
36546868,Just Cause 2,0.5,Action,1,1
36546868,Overlord,0.4,Strategy,1,1
36546868,DiRT 3,0.4,Racing,1,1
36546868,BioShock Infinite,0.3,Shooter,1,1
36546868,LEGO The Hobbit,0.3,Action,1,1
36546868,Dishonored,0.3,Action,1,1
36546868,Child of Light,0.2,Role-Playing,1,1
36546868,Torchlight,0.1,Role-Playing,1,0
36546868,Spore,0.1,Strategy,1,0
133234931,Terraria,14.5,Action,1,1
170382539,Left 4 Dead 2,30.0,Shooter,1,1
170382539,Left 4 Dead,2.9,Shooter,1,1
37396841,Half-Life 2,14.9,Shooter,1,1
102927775,The Binding of Isaac,66.0,Action,1,1
102927775,Left 4 Dead 2,37.0,Shooter,1,1
102927775,Portal 2,10.2,Shooter,1,1
102927775,Grand Theft Auto IV,5.9,Action,1,1
102927775,Terraria,3.9,Action,1,1
156506614,Rocksmith 2014,3.7,Misc,1,1
129019336,Farming Simulator 2013,548.0,Simulation,1,1
275529528,APB Reloaded,0.8,Role-Playing,1,1
72989129,Mount & Blade,40.0,Role-Playing,1,1
72989129,Just Cause 2,18.9,Action,1,1
72989129,Left 4 Dead 2,8.7,Shooter,1,1
72989129,Grand Theft Auto IV,7.5,Action,1,1
72989129,Tomb Raider,4.5,Action,1,1
72989129,Silent Hunter III,2.9,Simulation,1,1
72989129,Metro 2033,1.0,Shooter,1,1
72996988,Sleeping Dogs,16.9,Action,1,1
72996988,GRID Autosport,3.0,Racing,1,1
72996988,NBA 2K13,1.5,Sports,1,1
72996988,Just Cause 2,1.4,Action,1,1
72996988,Devil May Cry 4,1.3,Action,1,1
73094362,Football Manager 2011,506.0,Sports,1,1
73094362,Football Manager 2012,385.0,Sports,1,1
73094362,Football Manager 2013,69.0,Sports,1,1
73094362,Football Manager 2014,45.0,Sports,1,1
95325409,BioShock Infinite,25.0,Shooter,1,1
95325409,Borderlands 2,0.7,Shooter,1,1
95325409,Borderlands,0.3,Shooter,1,1
152959594,TERA,536.0,Role-Playing,1,1
152959594,Grand Theft Auto IV,54.0,Action,1,1
152959594,Defiance,28.0,Shooter,1,1
152959594,Terraria,15.0,Action,1,1
152959594,Left 4 Dead 2,9.9,Shooter,1,1
152959594,Champions Online,5.0,Role-Playing,1,1
152959594,APB Reloaded,4.2,Role-Playing,1,1
152959594,Grand Theft Auto III,1.6,Action,1,1
152959594,Metro 2033,1.3,Shooter,1,1
152959594,Half-Life 2,0.8,Shooter,1,1
22371742,Mass Effect,58.0,Role-Playing,1,1
22371742,Mass Effect 2,30.0,Role-Playing,1,1
22371742,Portal 2,20.0,Shooter,1,1
22371742,Rayman Origins,14.1,Platform,1,1
22371742,Braid,10.6,Platform,1,1
22371742,Grand Theft Auto V,7.3,Action,1,1
22371742,DC Universe Online,6.6,Role-Playing,1,1
22371742,Magicka,4.9,Role-Playing,1,1
22371742,Grand Theft Auto IV,3.2,Action,1,1
22371742,Worms Reloaded,3.1,Strategy,1,1
22371742,Machinarium,2.7,Adventure,1,1
22371742,BioShock,2.7,Shooter,1,1
22371742,Trine,2.3,Action,1,1
22371742,Duke Nukem Forever,2.2,Shooter,1,1
22371742,Max Payne 3,2.0,Shooter,1,1
22371742,Left 4 Dead 2,1.7,Shooter,1,1
22371742,Portal,1.6,Puzzle,1,1
22371742,Sonic Generations,1.5,Platform,1,1
22371742,The Last Remnant,0.6,Role-Playing,1,1
22371742,Crysis,0.3,Shooter,1,1
22371742,Borderlands,0.1,Shooter,1,0
100351493,EVE Online,36.0,Role-Playing,1,1
100351493,Fallout 4,35.0,Role-Playing,1,1
100351493,Fallout 3,9.3,Role-Playing,1,1
100351493,Magicka,2.9,Role-Playing,1,1
100351493,Portal 2,1.9,Shooter,1,1
100351493,World of Goo,0.8,Puzzle,1,1
100351493,BioShock,0.4,Shooter,1,1
73518199,Fallout 4,94.0,Role-Playing,1,1
73518199,Far Cry 3,37.0,Shooter,1,1
73518199,Football Manager 2014,28.0,Sports,1,1
73518199,Dead Island,26.0,Action,1,1
73518199,Far Cry 4,23.0,Shooter,1,1
73518199,Terraria,23.0,Action,1,1
73518199,Sniper Elite 3,10.4,Shooter,1,1
73518199,Magicka,5.1,Role-Playing,1,1
73518199,Far Cry 2,4.0,Action,1,1
73518199,Metro 2033,3.5,Shooter,1,1
73518199,Left 4 Dead 2,1.0,Shooter,1,1
20207081,Company of Heroes,11.7,Strategy,1,1
77632511,RIFT,248.0,Role-Playing,1,1
77632511,Two Worlds II,21.0,Role-Playing,1,1
245859173,APB Reloaded,0.2,Role-Playing,1,1
69856757,Borderlands 2,50.0,Shooter,1,1
69856757,Left 4 Dead 2,38.0,Shooter,1,1
69856757,Mafia,18.1,Action,1,1
69856757,Dungeon Defenders,11.7,Role-Playing,1,1
69856757,Mount & Blade,5.7,Role-Playing,1,1
69856757,Max Payne,3.9,Shooter,1,1
69856757,Titan Quest,1.9,Role-Playing,1,1
116411567,Tomb Raider,40.0,Action,1,1
116411567,Mass Effect 2,29.0,Role-Playing,1,1
116411567,Remember Me,5.2,Action,1,1
116411567,Far Cry 3,3.3,Shooter,1,1
116411567,Mass Effect,2.2,Role-Playing,1,1
83849502,The Binding of Isaac,32.0,Action,1,1
83849502,Just Cause 2,0.6,Action,1,1
83849502,Euro Truck Simulator 2,0.3,Action,1,1
83849502,Terraria,0.1,Action,1,0
100311267,Fallout 4,12.0,Role-Playing,1,1
100311267,DC Universe Online,4.0,Role-Playing,1,1
100311267,APB Reloaded,1.4,Role-Playing,1,1
100311267,Remember Me,0.9,Action,1,1
100311267,Lost Planet 3,0.8,Shooter,1,1
100311267,Defiance,0.2,Shooter,1,1
23717586,Max Payne 3,246.0,Shooter,1,1
23717586,Grand Theft Auto IV,154.0,Action,1,1
23717586,Saints Row IV,53.0,Action,1,1
23717586,Dishonored,47.0,Action,1,1
23717586,Portal 2,42.0,Shooter,1,1
23717586,Half-Life 2,36.0,Shooter,1,1
23717586,Sleeping Dogs,30.0,Action,1,1
23717586,Max Payne,19.6,Shooter,1,1
23717586,Portal,10.1,Puzzle,1,1
23717586,Sniper Elite 3,9.4,Shooter,1,1
23717586,BioShock,1.7,Shooter,1,1
23717586,Far Cry 2,1.1,Action,1,1
301299641,Fallout 4,14.2,Role-Playing,1,1
101552080,Football Manager 2012,190.0,Sports,1,1
195105284,Left 4 Dead 2,266.0,Shooter,1,1
195105284,Left 4 Dead,15.9,Shooter,1,1
195105284,Half-Life 2,9.4,Shooter,1,1
172470005,Tomb Raider,7.2,Action,1,1
172470005,Fallout 3,0.8,Role-Playing,1,1
47672756,Half-Life 2,18.9,Shooter,1,1
47672756,Grand Theft Auto III,13.1,Action,1,1
47672756,Portal,4.5,Puzzle,1,1
47672756,Max Payne,0.1,Shooter,1,0
111142411,The Binding of Isaac,104.0,Action,1,1
77310637,Tropico 5,18.9,Simulation,1,1
115008799,Grand Theft Auto V,6.9,Action,1,1
73835640,Age of Empires Online,101.0,Strategy,1,1
73835640,RIFT,77.0,Role-Playing,1,1
73835640,Dishonored,41.0,Action,1,1
73835640,Borderlands 2,38.0,Shooter,1,1
73835640,Fable III,25.0,Role-Playing,1,1
73835640,LEGO The Lord of the Rings,23.0,Action,1,1
73835640,Saints Row IV,22.0,Action,1,1
73835640,Trine 2,19.5,Platform,1,1
73835640,Euro Truck Simulator 2,15.4,Action,1,1
73835640,Tomb Raider,12.4,Action,1,1
73835640,Child of Light,11.7,Role-Playing,1,1
73835640,Portal 2,10.9,Shooter,1,1
73835640,Dungeon Siege III,10.8,Role-Playing,1,1
73835640,BioShock Infinite,10.7,Shooter,1,1
73835640,F1 2012,10.2,Racing,1,1
73835640,The Binding of Isaac,9.6,Action,1,1
73835640,BioShock,8.2,Shooter,1,1
73835640,BioShock 2,6.9,Shooter,1,1
73835640,Trine,5.1,Action,1,1
73835640,Terraria,1.2,Action,1,1
73835640,Dungeon Defenders,0.2,Role-Playing,1,1
121577821,Left 4 Dead 2,19.4,Shooter,1,1
28711405,Left 4 Dead 2,33.0,Shooter,1,1
75232211,TERA,72.0,Role-Playing,1,1
75232211,Star Trek Online,41.0,Role-Playing,1,1
75232211,Mass Effect 2,26.0,Role-Playing,1,1
75232211,Mass Effect,25.0,Role-Playing,1,1
75232211,DC Universe Online,23.0,Role-Playing,1,1
75232211,Dragon Age II,19.8,Action,1,1
75232211,Mount & Blade,13.4,Role-Playing,1,1
75232211,Dead Space 2,0.8,Shooter,1,1
75232211,Dead Space,0.2,Action,1,1
278329690,Dying Light,5.8,Action,1,1
69658686,Mafia II,10.5,Action,1,1
129659946,Football Manager 2013,62.0,Sports,1,1
151465345,Mafia II,22.0,Action,1,1
296260221,The 7th Guest,0.3,Adventure,1,1
46637811,Fallout 4,94.0,Role-Playing,1,1
46637811,Grand Theft Auto V,93.0,Action,1,1
46637811,Pillars of Eternity,53.0,Role-Playing,1,1
46637811,Terraria,47.0,Action,1,1
46637811,Rocket League,18.4,Sports,1,1
46637811,Supreme Commander 2,15.4,Strategy,1,1
46637811,Left 4 Dead 2,5.7,Shooter,1,1
46637811,Portal,4.4,Puzzle,1,1
46637811,Dishonored,1.0,Action,1,1
46637811,Dungeon Siege III,1.0,Role-Playing,1,1
46637811,Sacred 3,0.9,Role-Playing,1,1
46637811,Dead Island,0.8,Action,1,1
253253005,The Binding of Isaac,29.0,Action,1,1
124878949,Portal 2,26.0,Shooter,1,1
170215786,Dead Island,23.0,Action,1,1
62562867,Supreme Commander 2,97.0,Strategy,1,1
300217861,Portal 2,9.7,Shooter,1,1
131227682,Trine 2,30.0,Platform,1,1
85518568,Dead Island,15.9,Action,1,1
70351792,Football Manager 2011,162.0,Sports,1,1
70351792,Football Manager 2010,96.0,Sports,1,1
70351792,Football Manager 2012,12.1,Sports,1,1
70351792,Football Manager 2013,11.3,Sports,1,1
35419030,Half-Life 2,1.8,Shooter,1,1
171067153,Fallout 4,72.0,Role-Playing,1,1
171067153,Rocket League,34.0,Sports,1,1
171067153,Borderlands 2,7.9,Shooter,1,1
171067153,BioShock Infinite,5.5,Shooter,1,1
171067153,Left 4 Dead 2,5.3,Shooter,1,1
171067153,Terraria,2.4,Action,1,1
171067153,The Binding of Isaac,2.1,Action,1,1
171067153,Sniper Elite 3,1.4,Shooter,1,1
171067153,LEGO The Lord of the Rings,0.2,Action,1,1
116283279,Left 4 Dead 2,30.0,Shooter,1,1
149331941,Left 4 Dead 2,65.0,Shooter,1,1
149331941,Lost Planet 2,1.0,Shooter,1,1
102921672,Terraria,25.0,Action,1,1
102921672,Darksiders II,10.3,Action,1,1
102921672,Borderlands 2,3.0,Shooter,1,1
102921672,The Binding of Isaac,2.0,Action,1,1
102921672,Metro 2033,0.3,Shooter,1,1
259038184,Grand Theft Auto V,96.0,Action,1,1
104418822,Football Manager 2012,514.0,Sports,1,1
22875444,Half-Life 2,3.4,Shooter,1,1
224929163,Euro Truck Simulator 2,32.0,Action,1,1
62858973,Tomb Raider,63.0,Action,1,1
62858973,Portal 2,11.1,Shooter,1,1
170460109,Fallout 4,42.0,Role-Playing,1,1
170460109,Left 4 Dead,1.1,Shooter,1,1
170460109,Sleeping Dogs,0.9,Action,1,1
170460109,APB Reloaded,0.8,Role-Playing,1,1
170460109,Dead Space 2,0.4,Shooter,1,1
170460109,Left 4 Dead 2,0.4,Shooter,1,1
36791999,Mafia II,32.0,Action,1,1
36791999,Max Payne 3,10.9,Shooter,1,1
116494569,Euro Truck Simulator 2,14.7,Action,1,1
116494569,Left 4 Dead 2,8.5,Shooter,1,1
116494569,APB Reloaded,2.6,Role-Playing,1,1
116494569,Saints Row 2,1.0,Action,1,1
20464587,Terraria,78.0,Action,1,1
20464587,RIFT,0.8,Role-Playing,1,1
20464587,Stronghold Kingdoms,0.6,Strategy,1,1
20464587,Defiance,0.1,Shooter,1,0
161211955,Far Cry 3,1.9,Shooter,1,1
60859324,Fallout 4,71.0,Role-Playing,1,1
60859324,Terraria,57.0,Action,1,1
60859324,Dying Light,49.0,Action,1,1
60859324,The Crew,26.0,Racing,1,1
60859324,Evolve,10.1,Shooter,1,1
60859324,Defiance,4.7,Shooter,1,1
60859324,Darksiders II,3.0,Action,1,1
57905818,Street Fighter IV,0.9,Fighting,1,1
79542039,Men of War,2.6,Strategy,1,1
67713900,Football Manager 2011,407.0,Sports,1,1
67713900,Hotel Giant 2,44.0,Strategy,1,1
67713900,Pride of Nations,5.3,Strategy,1,1
303007171,Portal 2,0.8,Shooter,1,1
303007171,Half-Life 2,0.7,Shooter,1,1
90956570,Left 4 Dead 2,0.2,Shooter,1,1
47164966,Half-Life,1.6,Shooter,1,1
50837658,Left 4 Dead,1.4,Shooter,1,1
100053304,Portal 2,4.4,Shooter,1,1
26729643,Terraria,114.0,Action,1,1
26729643,Wasteland 2,76.0,Role-Playing,1,1
26729643,Borderlands 2,45.0,Shooter,1,1
26729643,Anno 2070,42.0,Strategy,1,1
26729643,Pillars of Eternity,36.0,Role-Playing,1,1
26729643,The Binding of Isaac,31.0,Action,1,1
26729643,Galactic Civilizations III,23.0,Strategy,1,1
26729643,Metro 2033,18.6,Shooter,1,1
26729643,Borderlands,17.7,Shooter,1,1
26729643,Magicka,5.6,Role-Playing,1,1
26729643,Trine,5.0,Action,1,1
26729643,Half-Life 2,2.3,Shooter,1,1
108223505,Dying Light,19.0,Action,1,1
108223505,Supreme Commander 2,1.2,Strategy,1,1
108223505,Fallout 4,0.3,Role-Playing,1,1
152983035,Left 4 Dead 2,0.6,Shooter,1,1
109969767,Magicka,0.2,Role-Playing,1,1
52321307,Hearts of Iron III,893.0,Strategy,1,1
52321307,Mount & Blade,115.0,Role-Playing,1,1
52321307,East India Company,50.0,Strategy,1,1
52321307,King Arthur Collection,0.3,Strategy,1,1
275086284,APB Reloaded,2.3,Role-Playing,1,1
165779930,APB Reloaded,1073.0,Role-Playing,1,1
165779930,Stronghold Kingdoms,135.0,Strategy,1,1
165779930,Mass Effect 2,22.0,Role-Playing,1,1
165779930,Star Trek Online,19.0,Role-Playing,1,1
165779930,Tomb Raider,12.2,Action,1,1
165779930,Defiance,1.5,Shooter,1,1
201283792,Euro Truck Simulator 2,5.6,Action,1,1
3527485,Far Cry 2,29.0,Action,1,1
3527485,Portal 2,11.4,Shooter,1,1
3527485,Left 4 Dead 2,10.5,Shooter,1,1
3527485,Half-Life 2,3.8,Shooter,1,1
3527485,Portal,2.7,Puzzle,1,1
3527485,Half-Life,2.0,Shooter,1,1
3527485,Duke Nukem Forever,0.8,Shooter,1,1
285860790,Darksiders II,34.0,Action,1,1
285860790,Darksiders,22.0,Action,1,1
285860790,Half-Life 2,12.9,Shooter,1,1
285860790,Remember Me,9.7,Action,1,1
285860790,Fallout 3,9.2,Role-Playing,1,1
285860790,Borderlands,9.0,Shooter,1,1
285860790,Metro 2033,6.1,Shooter,1,1
195584941,Defiance,39.0,Shooter,1,1
199768117,Rocket League,8.9,Sports,1,1
37490443,Grand Theft Auto IV,65.0,Action,1,1
37490443,Mafia II,43.0,Action,1,1
37490443,Left 4 Dead,40.0,Shooter,1,1
37490443,Saints Row 2,24.0,Action,1,1
37490443,Half-Life 2,15.7,Shooter,1,1
37490443,Left 4 Dead 2,13.9,Shooter,1,1
37490443,BioShock,3.8,Shooter,1,1
239488605,TERA,66.0,Role-Playing,1,1
104727643,Champions Online,178.0,Role-Playing,1,1
104727643,APB Reloaded,19.9,Role-Playing,1,1
104727643,X Rebirth,7.1,Simulation,1,1
104727643,The Secret World,4.6,Role-Playing,1,1
104727643,Defiance,3.4,Shooter,1,1
104727643,The Binding of Isaac,1.5,Action,1,1
225848614,Terraria,246.0,Action,1,1
225848614,Overlord,1.0,Strategy,1,1
10144504,Half-Life 2,0.4,Shooter,1,1
197949629,Saints Row IV,84.0,Action,1,1
197949629,Rocket League,2.6,Sports,1,1
146994562,Stronghold 3,0.8,Strategy,1,1
61099969,Left 4 Dead 2,10.4,Shooter,1,1
160042745,Left 4 Dead 2,21.0,Shooter,1,1
66615366,Borderlands 2,359.0,Shooter,1,1
66615366,Dishonored,88.0,Action,1,1
66615366,BioShock Infinite,25.0,Shooter,1,1
66615366,Torchlight,23.0,Role-Playing,1,1
66615366,DC Universe Online,9.7,Role-Playing,1,1
66615366,Dead Space,9.0,Action,1,1
66615366,Company of Heroes,1.0,Strategy,1,1
66615366,Left 4 Dead 2,0.4,Shooter,1,1
118541865,Left 4 Dead 2,24.0,Shooter,1,1
118541865,BioShock,2.0,Shooter,1,1
281857216,Rocket League,1.9,Sports,1,1
297650024,Borderlands 2,46.0,Shooter,1,1
297650024,Portal 2,7.8,Shooter,1,1
297650024,Left 4 Dead 2,5.7,Shooter,1,1
297650024,Remember Me,2.0,Action,1,1
6717871,Borderlands 2,86.0,Shooter,1,1
6717871,Rocket League,22.0,Sports,1,1
6717871,Borderlands,19.7,Shooter,1,1
6717871,Portal 2,18.5,Shooter,1,1
6717871,Euro Truck Simulator 2,10.7,Action,1,1
6717871,Tomb Raider,9.9,Action,1,1
6717871,F1 2010,7.8,Racing,1,1
6717871,Dishonored,7.0,Action,1,1
6717871,Torchlight,5.0,Role-Playing,1,1
6717871,DiRT 2,4.1,Racing,1,1
6717871,Crysis 2,2.7,Action,1,1
6717871,Left 4 Dead 2,1.9,Shooter,1,1
6717871,Homeworld Remastered Collection,1.8,Strategy,1,1
6717871,Metro 2033,1.3,Shooter,1,1
6717871,Street Fighter IV,1.1,Fighting,1,1
6717871,Left 4 Dead,0.9,Shooter,1,1
6717871,Max Payne 3,0.3,Shooter,1,1
6717871,Portal,0.3,Puzzle,1,1
6717871,Half-Life 2,0.2,Shooter,1,1
6717871,World of Goo,0.1,Puzzle,1,0
6717871,Half-Life,0.1,Shooter,1,0
181593489,Terraria,255.0,Action,1,1
181593489,The Escapists,28.0,Action,1,1
157391838,Portal 2,34.0,Shooter,1,1
157391838,Half-Life 2,3.0,Shooter,1,1
157391838,Portal,1.1,Puzzle,1,1
26465134,Left 4 Dead,50.0,Shooter,1,1
26465134,Half-Life 2,49.0,Shooter,1,1
26465134,Dishonored,47.0,Action,1,1
26465134,BioShock Infinite,47.0,Shooter,1,1
26465134,Left 4 Dead 2,46.0,Shooter,1,1
26465134,Grand Theft Auto IV,43.0,Action,1,1
26465134,Metro 2033,40.0,Shooter,1,1
26465134,Duke Nukem Forever,24.0,Shooter,1,1
26465134,Tomb Raider,23.0,Action,1,1
26465134,Half-Life,12.5,Shooter,1,1
26465134,F.E.A.R. 3,10.9,Shooter,1,1
26465134,Trine,10.1,Action,1,1
26465134,Portal,5.0,Puzzle,1,1
26465134,Contrast,3.5,Platform,1,1
26465134,Portal 2,0.7,Shooter,1,1
26465134,Mount & Blade,0.3,Role-Playing,1,1
11978743,Anno 2070,13.7,Strategy,1,1
11978743,BioShock Infinite,2.2,Shooter,1,1
11978743,Far Cry 3,2.0,Shooter,1,1
11978743,DiRT 2,1.8,Racing,1,1
11978743,Mafia II,0.9,Action,1,1
11978743,Grand Theft Auto V,0.8,Action,1,1
11978743,Sniper Elite 3,0.8,Shooter,1,1
11978743,Far Cry 2,0.7,Action,1,1
11978743,Left 4 Dead 2,0.6,Shooter,1,1
11978743,Battlefield 2,0.5,Shooter,1,1
11978743,F.E.A.R. 3,0.5,Shooter,1,1
11978743,Borderlands 2,0.4,Shooter,1,1
11978743,Metro 2033,0.3,Shooter,1,1
11978743,Dishonored,0.3,Action,1,1
11978743,DiRT 3,0.3,Racing,1,1
11978743,Far Cry,0.3,Shooter,1,1
11978743,Tomb Raider,0.2,Action,1,1
11978743,Call of Duty 2,0.2,Shooter,1,1
11978743,GRID,0.2,Racing,1,1
55776971,Just Cause 2,3.4,Action,1,1
2083767,Might & Magic Heroes VI,17.2,Role-Playing,1,1
2083767,Torchlight,15.8,Role-Playing,1,1
2083767,Rocket League,10.1,Sports,1,1
2083767,Rocksmith 2014,8.1,Misc,1,1
2083767,Dishonored,2.0,Action,1,1
2083767,Dungeon Defenders,0.9,Role-Playing,1,1
2083767,Portal,0.7,Puzzle,1,1
2083767,Borderlands 2,0.6,Shooter,1,1
2083767,Magicka,0.3,Role-Playing,1,1
179936723,Grand Theft Auto V,10.8,Action,1,1
179936723,Left 4 Dead 2,2.5,Shooter,1,1
179936723,Mafia II,1.1,Action,1,1
148467772,Left 4 Dead 2,13.8,Shooter,1,1
148467772,APB Reloaded,9.9,Role-Playing,1,1
13646256,Tomb Raider,11.1,Action,1,1
56497895,Portal,21.0,Puzzle,1,1
67694595,Titan Quest,35.0,Role-Playing,1,1
67694595,Dying Light,30.0,Action,1,1
67694595,Torchlight,23.0,Role-Playing,1,1
67694595,Magicka,21.0,Role-Playing,1,1
67694595,Portal 2,11.4,Shooter,1,1
67694595,Borderlands 2,10.5,Shooter,1,1
67694595,Left 4 Dead 2,7.0,Shooter,1,1
67694595,Darksiders,2.1,Action,1,1
67694595,The Binding of Isaac,2.1,Action,1,1
67694595,Metro 2033,1.9,Shooter,1,1
67694595,Trine 2,1.2,Platform,1,1
67694595,Trine,0.6,Action,1,1
10809782,Half-Life 2,0.8,Shooter,1,1
258602617,Terraria,4.2,Action,1,1
215380327,APB Reloaded,6.5,Role-Playing,1,1
171726897,BioShock,1.8,Shooter,1,1
139673932,Football Manager 2013,3374.0,Sports,1,1
63615483,APB Reloaded,4749.0,Role-Playing,1,1
63615483,Farming Simulator 2011,236.0,Simulation,1,1
63615483,Farming Simulator 2013,130.0,Simulation,1,1
63615483,Euro Truck Simulator 2,122.0,Action,1,1
63615483,GRID 2,51.0,Racing,1,1
63615483,Grand Theft Auto IV,39.0,Action,1,1
63615483,Far Cry 3,35.0,Shooter,1,1
63615483,Mafia II,26.0,Action,1,1
63615483,F.E.A.R. 3,8.8,Shooter,1,1
63615483,Half-Life,4.2,Shooter,1,1
